# DEGORA gene-symbol retirement table
# source	https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt
# snapshot_date	2026-09-02
# source_sha256	854162118530e929f06249f3349465dd5fe0515fcccf0347f463e833609c1270
# rule	unambiguous HGNC prev_symbol -> approved symbol; a previous symbol that is itself an approved symbol, names more than one approved symbol, is accession- or number-shaped, belongs to an Excel date-damage family, or is a token whose non-gene meaning dominates in a spreadsheet is not listed
# counts	approved_records=45045; previous_symbols_seen=15746; dropped_symbol_reused_as_current=230; dropped_ambiguous_target=84; dropped_not_a_symbol_token=2; dropped_excel_date_family=29; dropped_non_gene_token=3; kept=15398
previous_symbol	current_symbol
FAM27E4P	FAM27E4
FAM27L	FAM27E5
FAM28A	RWDD4
FAM28BP	RWDD4P1
FAM28CP	RWDD4P2
FAM29A	HAUS6
FAM31B	DENND1B
FAM31C	DENND1C
FAM32B	FAM32BP
FAM32C	FAM32CP
FAM32D	FAM32DP
FAM32E	FAM32EP
FAM33A	SKA2
FAM33B	SKA2P1
FAM34A	LPGAT1
FAM34A2P	LPGAT1P1
FAM34BP	LPGAT1P1
FAM35A	SHLD2
FAM35A2	SHLD2P2
FAM35AP	SHLD2P2
FAM35B	SHLD2P1
FAM35B2	SHLD2P3
FAM35BP	SHLD2P1
FAM35CP	SHLD2P2
FAM35DP	SHLD2P3
FAM35EP	SHLD2P1
FAM36A	COX20
FAM36B	COX20P1
FAM38A	PIEZO1
FAM38B	PIEZO2
FAM38B2	PIEZO2
FAM38CP	PIEZO1P1
FAM39A	WASH6P
FAM39B	WASH2P
FAM39CP	WASH4P
FAM39DP	WASH3P
FAM39E	WASHC1
FAM3C2	FAM3C2P
FAM40A	STRIP1
FAM40B	STRIP2
FAM41AY	FAM41AY1
FAM42B	EFL1P1
FAM44A	BOD1L1
FAM44B	BOD1
FAM44C	BOD1L2
FAM45A	DENND10
FAM45B	DENND10P1
FAM45BP	DENND10P1
FAM46A	TENT5A
FAM46B	TENT5B
FAM46C	TENT5C
FAM46D	TENT5D
FAM48A	SUPT20H
FAM48B1	SUPT20HL1
FAM48B2	SUPT20HL2
FAM49A	CYRIA
FAM49B	CYRIB
FAM4A1	ST7
FAM51A1	GEMIN8
FAM51A2P	GEMIN8P1
FAM54A	MTFR2
FAM54B	MTFR1L
FAM55A	NXPE1
FAM55B	NXPE2
FAM55C	NXPE3
FAM55D	NXPE4
FAM57A	TLCD3A
FAM57B	TLCD3B
FAM58A	CCNQ
FAM58AP1	CCNQP2
FAM58B	CCNQP1
FAM58BP	CCNQP1
FAM58CP	CCNQP2
FAM58DP	CCNQP3
FAM59A	GAREM1
FAM59B	GAREM2
FAM5B	BRINP2
FAM5C	BRINP3
FAM60A	SINHCAF
FAM60BP	SINHCAFP1
FAM60CP	SINHCAFP2
FAM60DP	SINHCAFP3
FAM61A	LSM14A
FAM61B	LSM14B
FAM62A	ESYT1
FAM62B	ESYT2
FAM62C	ESYT3
FAM63A	MINDY1
FAM63B	MINDY2
FAM64A	PIMREG
FAM65A	RIPOR1
FAM65B	RIPOR2
FAM65C	RIPOR3
FAM69A	DIPK1A
FAM69B	DIPK1B
FAM69C	DIPK1C
FAM6A	DIS3L2
FAM6B	DIS3L2P1
FAM70A	TMEM255A
FAM70B	TMEM255B
FAM71A	GARIN4
FAM71B	GARIN3
FAM71BP1	GARIN3P1
FAM71C	GARIN6
FAM71D	GARIN2
FAM71E1	GARIN5A
FAM71E2	GARIN5B
FAM71F1	GARIN1B
FAM71F2	GARIN1A
FAM72A	RUMY1
FAM72B	RUMY2
FAM72C	RUMY3
FAM72D	RUMY4
FAM73A	MIGA1
FAM73B	MIGA2
FAM74A2	FAM74A4
FAM74A5	FAM74A1
FAM75A1	SPATA31A1
FAM75A2	SPATA31A1
FAM75A3	SPATA31A3
FAM75A4	SPATA31A7
FAM75A5	SPATA31A5
FAM75A6	SPATA31A6
FAM75A7	SPATA31A7
FAM75B	SPATA31B1P
FAM75C1	SPATA31C1
FAM75C2	SPATA31C2
FAM75D1	SPATA31D1
FAM75D2P	SPATA31D2P
FAM75D3	SPATA31D3
FAM75D4	SPATA31D4
FAM75D5	SPATA31D5P
FAM75E1	SPATA31E1
FAM75E2P	SPATA31E2P
FAM75E3P	SPATA31E3P
FAM77C	NKAIN1
FAM77D	NKAIN3
FAM79A	TPRG1L
FAM79B	TPRG1
FAM7A1	ULK4P1
FAM7A2	ULK4P2
FAM7A3	ULK4P3
FAM7B1	ARHGAP11B
FAM80A	RIMKLA
FAM80B	RIMKLB
FAM80B2	RIMKLBP1
FAM80C	RIMKLBP1
FAM82A	RMDN2
FAM82A1	RMDN2
FAM82A2	RMDN3
FAM82B	RMDN1
FAM82C	RMDN3
FAM83A	SACK1A
FAM83A-AS1	SACK1A-AS1
FAM83A-AS2	SACK1A-AS2
FAM83B	SACK1B
FAM83C	SACK1C
FAM83C-AS1	SACK1C-AS1
FAM83D	SACK1D
FAM83E	SACK1E
FAM83F	SACK1F
FAM83G	SACK1G
FAM83H	SACK1H
FAM83H-AS1	IQANK1
FAM84A	LRATD1
FAM84B	LRATD2
FAM86A	EEF2KMT
FAM86C	FAM86C1P
FAM86C1	FAM86C1P
FAM86D	FAM86DP
FAM8A8P	FAM8A4P
FAM90A10P	FAM90A10
FAM90A11P	FAM90A11
FAM90A12P	FAM90A12
FAM90A13P	FAM90A13
FAM90A14P	FAM90A14
FAM90A15P	FAM90A15
FAM90A16P	FAM90A16
FAM90A17P	FAM90A17
FAM90A18P	FAM90A18
FAM90A19P	FAM90A19
FAM90A20P	FAM90A20
FAM90A22P	FAM90A22
FAM90A23P	FAM90A23
FAM90A24P	FAM90A24
FAM90A26P	FAM90A26
FAM90A3P	FAM90A3
FAM90A4	FAM90A4P
FAM90A5P	FAM90A5
FAM90A7P	FAM90A7
FAM90A8P	FAM90A8
FAM90A9P	FAM90A9
FAM92A	CIBAR1
FAM92A1	CIBAR1
FAM92A1P1	CIBAR1P1
FAM92A1P2	CIBAR1P2
FAM92A2	CIBAR1P1
FAM92A3	CIBAR1P2
FAM92B	CIBAR2
FAM96A	CIAO2A
FAM96AP1	CIAO2AP1
FAM96AP2	CIAO2AP2
FAM96B	CIAO2B
FAM98A	TSLIG3A
FAM98B	TSLIG3B
FAM98C	TSLIG3C
FANCD1	BRCA2
FANCH	FANCA
FARS1	FARS2
FARSL	FARSA
FARSLA	FARSA
FARSLB	FARSB
FAS-AS	FAS-AS1
FAS1	FAS
FASAS	FAS-AS1
FAT	FAT1
FAXDC1	FA2H
FBN	FBN1
FBNL	EFEMP1
FBP	FBP1
FBP3	FUBP3
FBS1	FBRS
FBXL10	KDM2B
FBXL11	KDM2A
FBXL21	FBXL21P
FBXL3A	FBXL3
FBXL3B	FBXL21P
FBXL3P	FBXL21P
FBXL9	FBXL9P
FBXO13	FBXL17
FBXO18	FBH1
FBXO20	LMO7
FBXO23	TSPAN17
FBXO26	FBXO17
FBXO29	FBXW8
FBXO3-AS1	FBXO3-DT
FBXO30-DT	EPM2A-DT
FBXO34L	FBXO46
FBXO35	FBXW12
FBXO37	FBXL15
FBXW10P1	FBXW10B
FBXW1B	FBXW11
FBXW1BP	FBXW11P1
FBXW1BP1	FBXW11P1
FBXW3	FBXW4P1
FCE1A	FCER1A
FCE2	FCER2
FCER1B	MS4A2
FCGR1B	FCGR1BP
FCGR1C	FCGR1CP
FCGR2A1	FCGR2A
FCMD	FKTN
FCRLM1	FCRLA
FCRLM2	FCRLB
FCT3A	FUT4
FDH	ADH5
FDPSL1	FDPSP1
FDPSL2	FDPSP2
FDPSL2A	FDPSP2
FDPSL2B	FDPSP7
FDPSL3	FDPSP3
FDPSL4	FDPSP4
FDPSL5	FDPSP5
FDPSP	FDPSP6
FDX	FDX1
FDX1L	FDX2
FDXP1	FDX1P1
FDXP2	FDX1P2
FEB3	SCN1A
FECD	COL8A2
FECHP	FECHP1
FEM1DP	FEM1AP1
FENL1	FEN1P1
FEOM1	KIF21A
FEOM2	PHOX2A
FEOM3	TUBB3
FER1L3	MYOF
FERP	FERP1
FGDY	FGD1
FGF12B	FGF12
FGF7L	FGF7P2
FGFA	FGF1
FGFB	FGF2
FGFR1OP	CEP43
FGFR3P	FGFR3P1
FGFR6	FGFR3P1
FGGAP1	ITFG2
FGS1	MED12
FHOD2	FMNL2
FIC1	ATP8B1
FIGF	VEGFD
FKBP1	FKBP1A
FKBP1L	FKBP1B
FKBP1P1	FKBP1AP1
FKBP1P2	FKBP1AP2
FKBP1P3	FKBP1AP3
FKBP1P4	FKBP1AP4
FKBP4P3	FKBP4P7
FKBP4P4	FKBP4P6
FKBP4P5	FKBP4P6
FKBP9L	FKBP9P1
FKH2	FOXG1
FKHL1	FOXG1
FKHL10	FOXI1
FKHL11	FOXL1
FKHL12	FOXE3
FKHL13	FOXJ1
FKHL14	FOXC2
FKHL15	FOXE1
FKHL16	FOXM1
FKHL17	FOXD2
FKHL18	FOXS1
FKHL2	FOXG1
FKHL3	FOXG1
FKHL4	FOXG1
FKHL5	FOXF1
FKHL6	FOXF2
FKHL7	FOXC1
FKHL8	FOXD1
FKHL9	FOXD4
FKHR	FOXO1
FKHRL1	FOXO3
FKHRL1P1	FOXO3B
FKHRP1	FOXO1B
FLG-AS1	CCDST
FLI1-AS1	SENCR
FLJ38295	MIR99AHG
FLN	FLNA
FLN1	FLNA
FLN1L	FLNB
FLN2	FLNC
FLR	BLVRB
FLT	FLT1
FLT2	FGFR1
FLVCR1-AS1	FLVCR1-DT
FMN	FMN1
FMNL	FMNL1
FMO6	FMO6P
FMR1-AS	FMR1-AS1
FMR1AS	FMR1-AS1
FMR1L2	FXR2
FMR2	AFF2
FMS	CSF1R
FNBP2	SRGAP2
FNBP3	PRPF40A
FND	ALX3
FNDC2	FNDC1
FNDC3	FNDC3A
FNDC6	IL20RB
FNRA	ITGA5
FNRB	ITGB1
FNRBL	ITGB1P1
FNTAL1	FNTAP1
FNTAL2	FNTAP2
FOLH	FOLH1
FOLH2	FOLH1B
FOLHP	FOLH1B
FOLR	FOLR1
FOLR1P	FOLR1P1
FOLR4	IZUMO1R
FOPNL	CEP20
FOXD4L2	FOXD4L4
FOXE2	FOXE1
FOXF1-AS1	FENDRR
FOXF2-DT	FOXF2-AS1
FOXG1A	FOXG1
FOXG1B	FOXG1
FOXG1C	FOXG1
FOXO1A	FOXO1
FOXO3A	FOXO3
FPRL1	FPR2
FPRL2	FPR3
FPSL1	FDPSP1
FPSL2	FDPSP2
FPSL3	FDPSP3
FPSL4	FDPSP4
FPSL5	FDPSP5
FRAP	MTOR
FRAP1	MTOR
FRAP2	MTOR
FRAXF	TMEM185A
FRCL1	SLC35D3
FRDA	FXN
FRDAP	FXNP1
FREQ	NCS1
FRG1B	FRG1BP
FRMD4	FRMD4A
FRMPD2L1	FRMPD2B
FRMPD2L2	FRMPD2B
FRMPD2P1	FRMPD2B
FRMPD2P2	FRMPD2B
FSD1CL	FSD1L
FSD1NL	FSD1L
FSGS1	ACTN4
FSGS2	TRPC6
FSHPRH1	CENPI
FSIP2-AS2	FSIP2-AS1
FSP	CXCL1
FTF	NR5A2
FTH1P18	FTHL18P
FTH2	FTH1P16
FTHFD	ALDH1L1
FTHFSDC1	MTHFD1L
FTHL1	FTH1P1
FTHL10	FTH1P10
FTHL11	FTH1P11
FTHL12	FTH1P12
FTHL13	FTH1P13
FTHL15	FTH1P15
FTHL16	FTH1P16
FTHL18	FTHL18P
FTHL19	FTH1P19
FTHL2	FTH1P2
FTHL20	FTH1P20
FTHL21	FTH1P21
FTHL22	FTH1P22
FTHL23	FTH1P23
FTHL24	FTH1P24
FTHL25	FTH1P25
FTHL26	FTH1P26
FTHL3	FTH1P3
FTHL4	FTH1P4
FTHL5	FTH1P5
FTHL6	FTH1
FTHL7	FTH1P7
FTHL8	FTH1P8
FTHP1	FTH1P5
FTHP2	FTH1P21
FTHP3	FTH1P13
FTLL1	FTLP3
FTLL2	FTLP2
FTLP	FTLP1
FTNB	ADAM2
FTS	AKTIP
FTSJ2	MRM2
FTSJD1	CMTR2
FTSJD2	CMTR1
FTZF1	NR5A1
FUBP	FUBP1
FUCA1P	FUCA1P1
FUK	FCSK
FUNDC2P	FUNDC2P1
FUR	FURIN
FUSIP1	SRSF10
FUSIP1P	SRSF10P1
FUSIP1P2	SRSF10P2
FUSIP2	SRSF10
FUT10	POFUT3
FUT11	POFUT4
FVT1	KDSR
FXC1	TIMM10B
FXYD8	FXYD6P3
FY	ACKR1
FYB	FYB1
FZD10-DT	FZD10-AS1
G-CSF	CSF3
G0S8	RGS2
G10	BUD31
G10P1	IFIT1
G10P2	IFIT2
G13P1	IFIT1P1
G17P1	DDX5
G19P1	PRKCSH
G1P1	ADAR
G1P2	ISG15
G1P3	IFI6
G22P1	XRCC6
G6PC	G6PC1
G6PT	G6PC1
G6PT1	SLC37A4
G6PT2	SLC37A4
G6PT3	SLC37A4
GABPAP	GABPAP1
GAD	GAD1
GADD45AL	GADD45AP1
GAGE11	GAGE12J
GAGE12A	GAGE13
GAGE2	GAGE2A
GAGE7B	GAGE12I
GAGEB1	PAGE1
GAGEC1	PAGE4
GAGEC2	PAGE2
GAGED1	PAGE3
GAGED2	XAGE1A
GAGED3	XAGE2
GAGED4	XAGE3
GAGED5	XAGE5
GALGT	B4GALNT1
GALGT2	B4GALNT2
GALK	GALK1
GALN	GAL
GALNR	GALR1
GALNR1	GALR1
GALNTL1	GALNT16
GALNTL2	GALNT15
GALNTL4	GALNT18
GAMTP	GAMTP1
GAPD	GAPDH
GAPDHL1	GAPDHP58
GAPDHL10	GAPDHP65
GAPDHL11	GAPDHP66
GAPDHL12	GAPDHP67
GAPDHL13	GAPDHP68
GAPDHL14	GAPDHP69
GAPDHL15	GAPDHP70
GAPDHL16	GAPDHP71
GAPDHL18	GAPDHP72
GAPDHL19	GAPDHP73
GAPDHL2	GAPDHP1
GAPDHL3	GAPDHP59
GAPDHL4	GAPDHP60
GAPDHL6	GAPDHP61
GAPDHL7	GAPDHP62
GAPDHL8	GAPDHP63
GAPDHL9	GAPDHP64
GAPDHP18	GAPDHP17
GAPDL1	GAPDHP58
GAPDL10	GAPDHP65
GAPDL11	GAPDHP66
GAPDL12	GAPDHP67
GAPDL13	GAPDHP68
GAPDL14	GAPDHP69
GAPDL15	GAPDHP70
GAPDL16	GAPDHP71
GAPDL18	GAPDHP72
GAPDL19	GAPDHP73
GAPDL2	GAPDHP1
GAPDL3	GAPDHP59
GAPDL4	GAPDHP60
GAPDL5	CRISP2
GAPDL6	GAPDHP61
GAPDL7	GAPDHP62
GAPDL8	GAPDHP63
GAPDL9	GAPDHP64
GAPDP1	GAPDHP1
GAPDP14	GAPDHP14
GAPDP15	GAPDHP15
GAPDP16	GAPDHP16
GAPDP2	GAPDHP2
GAPDS	GAPDHS
GAREM	GAREM1
GAREML	GAREM2
GARNL1	RALGAPA1
GARNL2	RALGAPA1P1
GARNL2P	RALGAPA1P1
GARNL4	RAP1GAP2
GARP	LRRC32
GARS	GARS1
GARS-DT	GARS1-DT
GARSP1	GARS1P1
GAS	GAST
GAS11	DRC4
GAS6-AS2	GAS6-DT
GAS8	DRC4
GATD3A	GATD3
GATS	CASTOR3P
GATSL1	CASTOR2
GATSL2	CASTOR2
GATSL3	CASTOR1
GAX	MEOX2
GBA	GBA1
GBAP	GBA1LP
GBAP1	GBA1LP
GBAS	NIPSNAP2
GCATP	GCATP1
GCET2	GCSAM
GCFC1	PAXBP1
GCFC1-AS1	PAXBP1-AS1
GCH	GCH1
GCMA	GCM1
GCMB	GCM2
GCN1L1	GCN1
GCN5L1	BLOC1S1
GCN5L2	KAT2A
GCNF	NR6A1
GCNT1P	GCNT1P1
GCNT2P	GCNT2P1
GCNT5	GCNT2
GCNT6	GCNT2P1
GCOM2	POLR2MP1
GCP	OPN1MW
GCPS	GLI3
GCSF	CSF3
GCSL	DLD
GCTG	GGCT
GDF5OS	GDF5-AS1
GDF8	MSTN
GDH	H6PD
GDI2P	GDI2P1
GDIA1	ARHGDIA
GDIA2	ARHGDIB
GDID4	ARHGDIB
GDIL	GDI1
GDNFRA	GFRA1
GEMIN8P	GEMIN8P1
GF1	GATA1
GFI2	ARHGAP5
GFPT	GFPT1
GFRP1	NR4A1
GGT1P1	GGT8P
GGT2	GGT2P
GGT3	GGT3P
GGTA	GGTA1
GGTB2	B4GALT1
GGTL3	GGT7
GGTL4	GGTLC2
GGTL5	GGT7
GGTLA1	GGT5
GGTLA3	GGTLC1
GGTLA4	GGTLC1
GHRF	GHRH
GHRLOS2	LINC00852
GIF	CBLIF
GINGF	SOS1
GIYD1	SLX1A
GIYD2	SLX1B
GJA12	GJC2
GJA7	GJC1
GJAL	GJA1
GK3P	GK3
GK7P	GK6P
GKP1	GK6P
GKP2	GK2
GKP3	GK3
GKP6	GK4P
GLBA	PSAP
GLC1A	MYOC
GLC1E	OPTN
GLC1F	ASB10
GLC1G	WDR36
GLC3A	CYP1B1
GLCL	GCLC
GLCLC	GCLC
GLCLR	GCLM
GLDCP	GLDCP1
GLE1L	GLE1
GLI	GLI1
GLIF	MIF
GLNS	GLUL
GLOXD1	HPDL
GLR	GLRA2
GLRXL	GLRXP3
GLRXP	GLRXP1
GLT25D1	COLGALT1
GLT25D2	COLGALT2
GLT28D1	ALG13
GLT8D3	GXYLT1
GLT8D4	GXYLT2
GLTDC1	GLT6D1
GLTPD1	CPTP
GLTSCR1	BICRA
GLTSCR1-AS1	BICRA-AS1
GLTSCR1L	BICRAL
GLTSCR2	NOP53
GLTSCR2-AS1	NOP53-AS1
GLUC	GBA1
GLUD	GLUD1
GLUD1P7	GLUD1P2
GLUD1P8	GLUD1P6
GLUDP1	GLUD2
GLUDP2	GLUD1P2
GLUDP3	GLUD1P3
GLUDP4	GLUD1P4
GLUDP5	GLUD1P5
GLUDP6	GLUD1P6
GLUDP7	GLUD1P2
GLUDP8	GLUD1P6
GLULD1	LGSN
GLULL1	GLULP1
GLULL2	GLULP2
GLULL3	GLULP3
GLULP	GLULP4
GLUR1	GRIA1
GLUR2	GRIA2
GLUR3	GRIA3
GLUR4	GRIA4
GLUR5	GRIK1
GLUR6	GRIK2
GLUT	SLC2A1
GLUT1	SLC2A1
GLUT2	SLC2A2
GLUT3	SLC2A3
GLUT3P1	SLC2A3P1
GLUT4	SLC2A4
GLUT5	SLC2A5
GLUT6	SLC2A3P1
GLVR1	SLC20A1
GLVR2	SLC20A2
GLXR	GRHPR
GLYATL1P3	GLYATL1B
GLYD	GRHPR
GLYT1	MGAT1
GLYT2	GGTA1
GLYT2L	GGTA2P
GLYT3	GGTA2P
GM2AP	GM2AP1
GM45521P	SPMIP1BP
GMA	MAG
GMCL1L	GMCL2
GMCL1P1	GMCL2
GMDS-AS1	GMDS-DT
GNAI2A	GNAI2P1
GNAI2B	GNAI2
GNAI2L	GNAI2P1
GNAO1-AS1	GNAO1-DT
GNAQP	GNAQP1
GNAS-AS	GNAS-AS1
GNAS1	GNAS
GNASAS	GNAS-AS1
GNB2L1	RACK1
GNG3LG	BSCL2
GNG5P	GNG5P1
GNG5P2	GNG5B
GNL3LP	GNL3LP1
GNPI	GNPDA1
GNPTA	GNPTAB
GNPTAG	GNPTG
GNRH	GNRH1
GNT1	UGT1A1
GOCAP1	ACBD3
GOLGA2B	GOLGA2P5
GOLGA2L1	GOLGA2P5
GOLGA2LY1	GOLGA2P2Y
GOLGA2LY2	GOLGA2P3Y
GOLGA2P2	GOLGA2P2Y
GOLGA2P3	GOLGA2P3Y
GOLGA6	GOLGA6A
GOLGA6L15P	GOLGA6L11P
GOLGA6L18	GOLGA6L10
GOLGA6L20	GOLGA6L9
GOLGA6L21P	GOLGA6L17P
GOLGA6L24P	GOLGA6L24
GOLGA6L25P	GOLGA6L25
GOLGA6L3	GOLGA6L3P
GOLGA6L5	GOLGA6L5P
GOLGA6L7P	GOLGA6L7
GOLGA8C	GOLGA8CP
GOLGA8D	GOLGA8DP
GOLGA8E	GOLGA8EP
GOLGA8I	GOLGA8IP
GOLGA9P	GOLGA8IP
GOLPH1	ACBD3
GOLPH2	GOLM1
GOLPH4	GOLIM4
GOLPH5	GORASP1
GOLTC1	COG5
GON4	GON4L
GOT2L1	GOT2P1
GOT2L2	GOT2P2
GOT2L3	GOT2P3
GOT2L3P	GOT2P3
GOV	RAB3D
GOX1	HAO1
GP1B	GP1BA
GP2B	ITGA2B
GP3A	ITGB3
GPATC1	GPATCH1
GPATC2	GPATCH2
GPATC3	GPATCH3
GPATC4	GPATCH4
GPATC8	GPATCH8
GPER	GPER1
GPIAP1	CAPRIN1
GPM6	GPM6A
GPM6A-DT	GPM6A-AS1
GPR1	CMKLR2
GPR1-AS	CMKLR2-AS
GPR1-AS1	CMKLR2-AS
GPR10	PRLHR
GPR100	RXFP4
GPR102	TAAR8
GPR103	QRFPR
GPR104	HCAR1
GPR105	P2RY14
GPR109A	HCAR2
GPR109B	HCAR3
GPR11	F2RL1
GPR110	ADGRF1
GPR111	ADGRF2P
GPR112	ADGRG4
GPR113	ADGRF3
GPR114	ADGRG5
GPR115	ADGRF4
GPR116	ADGRF5
GPR116P1	ADGRF5P1
GPR116P2	ADGRF5P2
GPR120	FFAR4
GPR123	ADGRA1
GPR123-AS1	ADGRA1-AS1
GPR124	ADGRA2
GPR125	ADGRA3
GPR126	ADGRG6
GPR127	ADGRE4P
GPR128	ADGRG7
GPR129	FFAR4
GPR13	CX3CR1
GPR133	ADGRD1
GPR134	HTR5BP
GPR14	UTS2R
GPR140	MRGPRF
GPR143P	GPR143YP
GPR144	ADGRD2
GPR145	MCHR2
GPR147	NPFFR1
GPR154	NPSR1
GPR158L1	GPR179
GPR16	LTB4R
GPR164	OR51E1
GPR167	MRGPRE
GPR168	MRGPRF
GPR169	MRGPRG
GPR172A	SLC52A2
GPR172B	SLC52A1
GPR175	TPRA1
GPR177	WLS
GPR178	TMEM181
GPR182	ACKR5
GPR183P1	CCR12P
GPR2	CCR10
GPR23	LPAR4
GPR24	MCHR1
GPR28	CCR9
GPR30	GPER1
GPR32P	GPR32P1
GPR38	MLNR
GPR40	FFAR1
GPR41	FFAR3
GPR42P	GPR42
GPR43	FFAR2
GPR44	PTGDR2
GPR48	LGR4
GPR49	LGR5
GPR5	XCR1
GPR51	GABBR2
GPR53P	MAS1LP2
GPR54	KISS1R
GPR56	ADGRG1
GPR57	TAAR3P
GPR58	TAAR2
GPR59	TAS2R45
GPR60	TAS2R40
GPR64	ADGRG2
GPR66	NMUR1
GPR67	LGR5
GPR69A	LANCL1
GPR69B	LANCL2
GPR7	NPBWR1
GPR70	TAS1R1
GPR71	TAS1R2
GPR72	GPR83
GPR73	PROKR1
GPR73L1	PROKR2
GPR74	NPFFR2
GPR77	C5AR2
GPR79	GPR79P
GPR8	NPBWR2
GPR80	OXGR1
GPR81	HCAR1
GPR86	P2RY13
GPR89	GPHRB
GPR89A	GPHRA
GPR89B	GPHRB
GPR89C	GPHRB
GPR89P	GPHRP1
GPR9	CXCR3
GPR91	SUCNR1
GPR92	LPAR5
GPR93	LPAR5
GPR94	P2RY13
GPR95	GPR87
GPR97	ADGRG3
GPR98	ADGRV1
GPR99	OXGR1
GPRK2L	GRK4
GPRK5	GRK5
GPRK6	GRK6
GPRK6L	GRK6P1
GPRK6P	GRK6P1
GPSN2	TECR
GPXL1	GPX1P2
GPXL2	GPX1P1
GPXP1	GPX1P1
GPXP2	GPX1P2
GPXP3	GPX6
GRAMD2	GRAMD2A
GRAMD3	GRAMD2B
GRAPLDR	GRAPL
GRASP	TAMALIN
GRASP-AS1	TAMALIN-AS1
GRASPOS	TAMALIN-AS1
GRF1	RASGRF1
GRF2	RAPGEF1
GRH	GNRH1
GRHR	GNRHR
GRIK	GRIK4
GRIK1-AS	GRIK1-AS1
GRIK1AS	GRIK1-AS1
GRINL1A	POLR2M
GRINL1B	POLR2MP1
GRK6PS	GRK6P1
GRL	NR3C1
GRLF1	ARHGAP35
GRLL1	NR3C1P1
GRMP	SELP
GRO1	CXCL1
GRO2	CXCL2
GRO3	CXCL3
GRP58	PDIA3
GRP78	HSPA5
GRRP1	FAM110D
GSAS	ALDH18A1
GSCL	GSC2
GSDM	GSDMA
GSDM1	GSDMA
GSDMDC1	GSDMD
GSDML	GSDMB
GSG2	HASPIN
GSH1	GSX1
GSL	CTSA
GST1	GSTM1
GST12	MGST1
GST1L	GSTM5P1
GST2	GSTA2
GST3	GSTP1
GST3L	GSTP1P1
GSTAP1	GSTA6P
GSTAP2	GSTA7P
GSTM1L	GSTM5P1
GSTM3P	GSTM3P1
GSTO3P1	GSTO3P
GSTPL	GSTP1P1
GSTPP	GSTP1P1
GSTTP1	GSTT4
GTBP	MSH6
GTDC1	QTMAN
GTDC1-AS1	QTMAN-AS1
GTDC2	POMGNT2
GTF2D1	TBP
GTF2F2L	GTF2F2P1
GTF2H2D	GTF2H2C_2
GTF2IP18	FAM157A
GTF2IRD2P	GTF2IRD2P1
GTF2S	TCEA1
GTF2SP	TCEA1P1
GTF3B	BRF1
GTPBP5	MTG2
GTPBP7	MTG1
GTPBP9	OLA1
GTSE1-AS1	GTSE1-DT
GTSF2	GTSF2P
GUC1A2	GUCY1A2
GUC1A3	GUCY1A1
GUC1A4	GUCY2D
GUC1B3	GUCY1B1
GUC2C	GUCY2C
GUC2D	GUCY2D
GUCA	GUCA1A
GUCA1	GUCA1A
GUCA1ANB	CIMIP3
GUCA2	GUCA2A
GUCY1A3	GUCY1A1
GUCY1B3	GUCY1B1
GUCY2E	GUCY2EP
GUCY2G	GUCY2GP
GUD	WT1
GUP1	HHATL
GUSBL1	GUSBP2
GUSBL2	GUSBP4
GVIN1	GVINP1
GVIN1P	GVINP1
GVQW2	CCDC28A-AS1
GXP1	UBA1
GYG	GYG1
GYG2P	GYG2P1
GYLTL1B	LARGE2
GYS	GYS1
GZMAP1	GZMOP
H	FUT1
H1-9	H1-9P
H1F0	H1-0
H1F1	H1-1
H1F2	H1-2
H1F3	H1-3
H1F4	H1-4
H1F5	H1-5
H1FNT	H1-7
H1FOO	H1-8
H1FT	H1-6
H1FV	H1-0
H1FX	H1-10
H1FX-AS1	H1-10-AS1
H2A	H2AC20
H2AFA	H2AC8
H2AFB	H2AB3
H2AFB1	H2AB1
H2AFB2	H2AB2
H2AFB3	H2AB3
H2AFC	H2AC13
H2AFD	H2AC15
H2AFE	H2AC14
H2AFFP	H2AC5P
H2AFG	H2AC7
H2AFI	H2AC16
H2AFJ	H2AJ
H2AFK	H2AC10P
H2AFKP	H2AC10P
H2AFL	H2AC6
H2AFM	H2AC4
H2AFN	H2AC17
H2AFO	H2AC18
H2AFP	H2AC11
H2AFQ	H2AC20
H2AFTP	H2AC3P
H2AFV	H2AZ2
H2AFVP	H2AZ2P1
H2AFVP1	H2AZ2P1
H2AFX	H2AX
H2AFY	MACROH2A1
H2AFY2	MACROH2A2
H2AFZ	H2AZ1
H2AFZP	H2AZP1
H2AFZP1	H2AZP1
H2AFZP2	H2AZP2
H2AFZP3	H2AZP3
H2AFZP4	H2AZP4
H2AFZP5	H2AZP5
H2AFZP6	H2AZP6
H2AL1QP	H2AL1Q
H2AL1RP	H2AL3
H2AL1SP	H2AL1MP
H2AV	H2AZ2
H2AW	H2AC25
H2AZ	H2AZ1
H2B	H2BC21
H2BE1	H2BK1
H2BFA	H2BC8
H2BFB	H2BC5
H2BFC	H2BC13
H2BFD	H2BC15
H2BFE	H2BC14
H2BFF	H2BC3
H2BFG	H2BC7
H2BFH	H2BC6
H2BFIP	H2BC16P
H2BFJ	H2BC9
H2BFK	H2BC10
H2BFL	H2BC4
H2BFM	H2BW2
H2BFN	H2BC17
H2BFO	H2BC19P
H2BFQ	H2BC21
